timestamp,"date (UTC)","NO2 (ppb)","VOC (ppb)","pm 10 (ug/m3)","pm 2.5 (ug/m3)","NO2 (Plume AQI)","VOC (Plume AQI)","pm 10 (Plume AQI)","pm 2.5 (Plume AQI)"
1649794479,"2022-04-12 20:14:39",17,162,2,1,16,13,2,2
1649794539,"2022-04-12 20:15:39",17,163,2,1,16,13,2,2
1649794599,"2022-04-12 20:16:39",17,164,2,1,16,13,2,2
1649794659,"2022-04-12 20:17:39",17,163,2,1,16,13,2,2
1649794719,"2022-04-12 20:18:39",17,161,2,1,16,13,2,2
1649794779,"2022-04-12 20:19:39",17,162,2,1,16,13,2,2
1649794839,"2022-04-12 20:20:39",17,162,2,1,16,13,2,2
1649794899,"2022-04-12 20:21:39",18,160,2,1,17,13,2,2
1649794959,"2022-04-12 20:22:39",18,165,2,1,17,13,2,2
1649795019,"2022-04-12 20:23:39",17,163,2,1,16,13,2,2
1649795079,"2022-04-12 20:24:39",17,161,2,1,16,13,2,2
1649795139,"2022-04-12 20:25:39",18,164,2,1,17,13,2,2
1649795199,"2022-04-12 20:26:39",17,163,2,1,16,13,2,2
1649795259,"2022-04-12 20:27:39",17,162,2,1,16,13,2,2
1649795319,"2022-04-12 20:28:39",17,159,2,1,16,13,2,2
1649795379,"2022-04-12 20:29:39",18,160,2,1,17,13,2,2
1649795439,"2022-04-12 20:30:39",18,162,2,1,17,13,2,2
1649795499,"2022-04-12 20:31:39",18,161,2,1,17,13,2,2
1649795559,"2022-04-12 20:32:39",18,161,2,1,17,13,2,2
1649795619,"2022-04-12 20:33:39",18,162,2,1,17,13,2,2
1649795679,"2022-04-12 20:34:39",17,159,2,1,16,13,2,2
1649795739,"2022-04-12 20:35:39",17,161,2,1,16,13,2,2
